Gene.Symbol,qval,LFQ_KO_1,LFQ_KO_2,LFQ_KO_3,LFQ_KO_4,LFQ_WT_1,LFQ_WT_2,LFQ_WT_3,LFQ_WT-4,Ratio_KO.WT,log2FC,Ttest,minuslog_pval
Ephx2,0.00000000,29007000,25768000,29780000,37466000,33952000,21034000,28252000,33459000,1.04562242,0.06436199,0.74456195,0.42553621
Sdhd,0.00000000,28630000,19260000,11716000,3534900,19216000,2632800,18430000,13845000,1.16660138,0.22231169,0.74461744,0.42542869
Ndufb11,0.00000000,157530000,127270000,179720000,304750000,225010000,148680000,143450000,192180000,1.08451757,0.11705342,0.74632062,0.42213254
Acadsb,0.00000000,21210000,28757000,28834000,28153000,23910000,29781000,27170000,29164000,0.97208816,-0.04084093,0.74820652,0.41849156
Gpam,0.00284090,340630,354770,407980,463980,526650,0,756240,511090,0.87367752,-0.19482722,0.74855991,0.41781031
Pisd;Gm20671,0.00161290,277960,0,648210,396150,717430,425970,447460,0,0.83119822,-0.26673553,0.74887320,0.41720664
Acsf3,0.00000000,13002000,16405000,15304000,25762000,19889000,14157000,12487000,19403000,1.06880915,0.09600426,0.74929446,0.41639530
Etfa,0.00000000,3404800000,2939600000,2577800000,2798100000,2536900000,4276400000,2871200000,2637500000,0.95116864,-0.07222694,0.74980855,0.41540582
Acot2,0.00000000,330440000,220340000,205480000,215310000,223660000,200920000,284630000,215690000,1.05045951,0.07102055,0.74983999,0.41534532
Pdhx,0.00000000,51093000,53587000,60574000,67773000,54758000,61243000,47602000,62622000,1.03006741,0.04273876,0.74989111,0.41524698
Afg3l1,0.00000000,1978500,1126500,937510,1937100,1168700,1516700,1468900,2309100,0.92514930,-0.11224189,0.75093720,0.41323584
Mrrf,0.00000000,19101000,14451000,18019000,28208000,22700000,14239000,22979000,14850000,1.06702065,0.09358810,0.75233784,0.41054744
Mrpl41;Gm6434,0.00176680,9091600,9079300,10882000,8041500,12448000,5382200,9249900,7914100,1.06001566,0.08408558,0.75729351,0.40107553
Ict1,0.00177300,0,0,22653000,18516000,15679000,0,5651300,10860000,1.27892564,0.35493238,0.75836745,0.39903106
Olfr578,0.00417250,4494800,11770000,3265900,7260400,2481000,10837000,4369200,13212000,0.86704834,-0.20581567,0.75849327,0.39879172
Nlrx1,0.00000000,94968000,105790000,120780000,84919000,78784000,137950000,103220000,105090000,0.95627041,-0.06450946,0.75931238,0.39723457
mt-Co2;Mtco2,0.00000000,2484300000,3080000000,1349100000,1276800000,1037400000,1439100000,2165400000,2794900000,1.10130701,0.13921671,0.76004795,0.39583766
Mrpl51,0.00179860,1932600,0,1915300,0,2881600,0,2154500,0,0.76406346,-0.38823562,0.76027379,0.39540904
Coq7,0.00000000,37208000,42657000,41550000,66713000,51105000,42730000,43255000,41878000,1.05118233,0.07201294,0.76162660,0.39284423
Ehd4,0.00420760,0,183720,0,0,0,0,0,294920,0.62294860,-0.68281497,0.76182528,0.39246794
Fahd2,0.00000000,46664000,32377000,49037000,50963000,48205000,34293000,50329000,39044000,1.04171734,0.05896386,0.76278901,0.39064403
Nln,0.00157480,842970,978810,1464400,1820900,1607500,1201900,1133500,1484700,0.94094628,-0.08781574,0.76485837,0.38673546
Tmem38a,0.00169200,5354000,0,0,1202300,766690,0,3082300,891920,1.38292016,0.46771786,0.76550627,0.38551390
Sardh,0.00000000,2799600,4189000,2474500,3192200,2724800,0,2951100,5472700,1.13514701,0.18287915,0.76670679,0.38325314
Lnpep,0.00000000,7344500,1887100,2755000,1941200,1176300,1545100,5809100,3320200,1.17527235,0.23299511,0.76788831,0.38103162
Slc25a32,0.00154800,669880,697580,378290,806530,785300,0,637220,860160,1.11810679,0.16105798,0.76982658,0.37739462
Nfu1,0.00000000,14522000,12959000,22814000,17777000,14621000,28308000,16231000,13856000,0.93228881,-0.10115114,0.77099202,0.37521216
Iba57,0.00000000,28701000,21884000,28048000,30430000,30189000,30687000,29631000,21934000,0.96995758,-0.04400644,0.77205298,0.37322824
Coq6,0.00000000,27371000,34004000,30668000,32173000,32423000,34869000,29675000,29544000,0.98185929,-0.02641182,0.77205587,0.37322285
Pkm,0.00163400,1177000,808990,811090,1409600,1090600,1067400,1046800,802300,1.04980659,0.07012356,0.77267555,0.37206534
Mrpl22,0.00000000,9071200,9526000,11853000,10324000,9735200,9935800,9329400,13018000,0.97038916,-0.04336466,0.77685407,0.36428447
Ssbp1,0.00000000,49668000,7576900,7657200,7421300,9935800,27215000,12668000,8912100,1.23143694,0.30034276,0.77981794,0.35879074
Tmem70,0.00413220,2614000,3627300,8596300,6811500,7278000,5107200,6242900,4798800,0.92411288,-0.11385901,0.78169861,0.35531562
Mrpl3,0.00000000,3707800,4426300,4132200,3325000,5087400,4193800,4324800,2645400,0.95938196,-0.05982278,0.78420924,0.35068945
Slc25a35,0.00000000,749590,1239200,658840,628140,961760,563890,924350,1027200,0.94207121,-0.08609198,0.78569896,0.34795144
Tmem14c,0.00000000,15719000,13219000,28514000,15945000,32108000,15595000,11608000,20468000,0.92000401,-0.12028794,0.78659478,0.34630748
Clpp,0.00000000,5827200,4899200,17507000,14225000,12023000,14385000,6203100,5544000,1.11278440,0.15417410,0.78744453,0.34474980
Mrpl24,0.00000000,10379000,6579300,4689100,5978700,4598300,0,10047000,9890800,1.12593689,0.17112596,0.78746535,0.34471164
Shmt2,0.00000000,11253000,13725000,11313000,10993000,11258000,9582200,13649000,14196000,0.97121918,-0.04213118,0.79056169,0.33905005
Tmem11,0.00158730,16474000,12532000,18427000,7526300,7978700,18016000,6636500,18012000,1.08522566,0.11799506,0.79325145,0.33414985
Uqcc1,0.00000000,42723000,21084000,26230000,45029000,37220000,29039000,39025000,22062000,1.06062224,0.08491091,0.79685834,0.32760483
Tmem177,0.00150830,1424300,901160,4335100,1665200,1648600,4204800,898560,2704000,0.88047750,-0.18364196,0.79699124,0.32736423
Acsl6,0.00544960,78539,95117,135840,157770,78040,37541,101590,206530,1.10282015,0.14119753,0.79947872,0.32286846
,0.00000000,817290000,1134000000,545620000,1771000000,662400000,1728500000,713300000,777360000,1.09953472,0.13689317,0.80068532,0.32069275
Lars2,0.00000000,81790000,125940000,112880000,82188000,87275000,26416000,109290000,149730000,1.08072474,0.11199912,0.80151948,0.31919052
Acadvl,0.00000000,2571400000,2618300000,2819900000,2462100000,2314300000,2134700000,2641300000,3133900000,1.02420727,0.03450771,0.80371202,0.31524944
Hhatl,0.00179210,828660,0,0,0,0,0,567900,0,1.45916535,0.54514337,0.80496331,0.31300507
Pdk2,0.00000000,21743000,14774000,20864000,24488000,24297000,21575000,20752000,17789000,0.96986246,-0.04414792,0.80502449,0.31289542
Ccbl2,0.00000000,7281000,5952900,7621500,10594000,10281000,6083200,7580600,6075100,1.04761841,0.06711332,0.80608296,0.31099977
Gcdh,0.00000000,23369000,18870000,15355000,15275000,14023000,19162000,17965000,19369000,1.03332435,0.04729318,0.80653168,0.31019690
Gstz1,0.00000000,62279000,48133000,70324000,122050000,104260000,75045000,78323000,64063000,0.94123243,-0.08737707,0.80671121,0.30987579
Mrpl28,0.00000000,15585000,16326000,10282000,11920000,13761000,12547000,12497000,17161000,0.96689061,-0.04857541,0.80784238,0.30785426
Alkbh7,0.00000000,7484700,6122000,5661900,10003000,8403500,4531400,9856400,7991400,0.95091074,-0.07261817,0.80862229,0.30646212
mt-Atp6;Mtatp6,0.00176370,100220000,34822000,24935000,25197000,9919200,70614000,47625000,34577000,1.13788535,0.18635520,0.80918577,0.30545714
Mcm9,1.00000000,1653600,480450,2478000,2302300,2769300,3157800,0,0,1.16656544,0.22226724,0.81043539,0.30323092
Aldh6a1,0.00000000,260810000,308010000,136780000,239510000,156580000,293050000,223370000,323400000,0.94852469,-0.07624277,0.81312846,0.29844480
Gpd2,0.00000000,8059200,16514000,12540000,11593000,12350000,5993200,13040000,20790000,0.93354826,-0.09920349,0.81434445,0.29628894
Cox6b1,0.00000000,723180000,812310000,477350000,269520000,576760000,5262700,855240000,629320000,1.10441261,0.14327927,0.81440420,0.29618309
Mrps34,0.00000000,34385000,32591000,43946000,30419000,31258000,63491000,25417000,30360000,0.93898064,-0.09083268,0.81637984,0.29268755
Atp4a,1.00000000,0,0,0,1647800,0,0,1157800,0,1.42321645,0.50915509,0.81676994,0.29199832
Oxsm,0.00000000,3068700,3138100,3956200,2603600,2706900,2313700,3119300,4155100,1.03835706,0.05430262,0.81717785,0.29127799
Msra,0.00000000,21263000,20603000,23367000,23323000,19728000,37694000,18667000,17288000,0.94837058,-0.07647718,0.81956892,0.28706282
Ndufaf1,0.00170360,3545400,2184500,4637400,3153500,4435200,3311500,2155000,2990600,1.04875003,0.06867085,0.82816648,0.27200729
Ndufs5,0.00000000,117830000,128300000,95122000,75239000,100960000,83764000,101320000,117880000,1.03111229,0.04420145,0.82862563,0.27120764
Cbr4,0.00000000,133340000,132750000,97106000,215340000,195840000,192060000,91113000,131600000,0.94746755,-0.07785157,0.82907274,0.27042942
Taco1,0.00000000,70807000,57396000,64502000,54446000,62745000,58794000,63203000,58944000,1.01421912,0.02036938,0.83454892,0.26093148
Acsl1,0.00000000,909380000,1047300000,1093500000,1270900000,1138600000,984890000,956710000,1161500000,1.01871420,0.02674935,0.83559283,0.25912798
Mrps9,0.00179530,1339800,887150,7214900,768420,2237700,2484800,2617800,1460000,1.16021840,0.21439641,0.83712292,0.25648863
Slirp,0.00000000,21833000,21547000,19971000,15283000,21989000,0,23811000,27227000,1.07677982,0.10672328,0.83840133,0.25428709
Hsdl1,0.00923480,0,675430,0,0,0,917700,0,0,0.73600305,-0.44221635,0.83926672,0.25279873
Mtfp1,0.00000000,212640000,203320000,286130000,388000000,349450000,286150000,284320000,213330000,0.96191485,-0.05601891,0.84046277,0.25074419
Cox20,0.00000000,29626000,16787000,22127000,11792000,27643000,3241000,29624000,13691000,1.08265610,0.11457505,0.84179735,0.24845513
Mtnd1,0.00000000,602910000,433060000,479100000,317010000,554540000,109680000,373160000,678750000,1.06756481,0.09432366,0.84204980,0.24802253
Auh,0.00000000,70785000,86213000,139400000,86753000,99816000,120010000,77904000,99903000,0.96357948,-0.05352442,0.84277720,0.24677681
Cat,0.00000000,10459000,7514300,4288500,10434000,5534400,3466400,10814000,10940000,1.06311210,0.08829373,0.84635076,0.24067240
Gtpbp3,0.00545700,302040,258640,444020,440290,339440,0,654450,334130,1.08807849,0.12178264,0.84736179,0.23895002
Trnt1,0.00165020,0,0,851040,684920,0,578820,721740,0,1.18099895,0.24000769,0.84809261,0.23770628
Cpt2,0.00000000,742890000,1004000000,838790000,441620000,650710000,771970000,827550000,674520000,1.03506283,0.04971834,0.84839629,0.23718979
Mrps5,0.00299850,2108800,1712000,972950,1788700,747560,1921600,2039700,2196300,0.95326538,-0.06905019,0.85073747,0.23321410
,0.00417830,193220,0,491910,413500,695770,306020,240220,0,0.88455810,-0.17697120,0.85093384,0.23288113
Cramp1l,0.00534760,4792300,8081700,0,2847200,0,5786200,3618200,4665200,1.11738784,0.16013003,0.85188343,0.23127207
Mb,0.00000000,9689200,1675200,1828800,2295400,2866500,3060400,9382600,2175600,0.88581707,-0.17491930,0.85253301,0.23017240
Hsp90ab1;Hsp90aa1,0.00415510,1216400,10258000,14062000,14983000,13901000,8545200,9367100,11363000,0.93846393,-0.09162681,0.85333490,0.22881604
Gpx4,0.00000000,0,10262000,29238000,22358000,23468000,15097000,10501000,18331000,0.91781533,-0.12372419,0.85334730,0.22879507
Mtch2,0.00000000,155350000,130220000,147860000,108060000,173770000,67407000,138810000,142260000,1.03684655,0.05220240,0.85517590,0.22570690
Fdx1,0.00534050,3953400,3413900,0,4973800,5013500,0,4257000,4264000,0.91182534,-0.13317060,0.85559810,0.22499482
Dcakd,0.00000000,50555000,45033000,38613000,55595000,56763000,41910000,49215000,37682000,1.02277308,0.03248609,0.85576079,0.22472051
Vwa8,1.00000000,0,0,1609600,1943500,577520,1669100,1820700,0,0.87357277,-0.19500021,0.85595986,0.22438494
Mrps14,0.00159490,2520900,1748800,2154800,2722000,1909300,3704900,2049100,1862300,0.96020198,-0.05859018,0.85596375,0.22437840
Isoc2a,0.00000000,302670000,210690000,163320000,207690000,181430000,317320000,208210000,208930000,0.96558539,-0.05052425,0.85740015,0.22195942
Lyrm5,0.00152210,7380500,7080300,3934300,3028200,4944100,0,9649800,5134300,1.08592269,0.11892140,0.85890225,0.21943415
Ccdc127,0.00171530,0,1421700,1707800,1313400,1873400,1036800,461400,709340,1.08869525,0.12260017,0.85943199,0.21854461
Lamc1,0.00287770,5109600,4380300,7887800,6565800,6911800,0,10273000,5088700,1.07497699,0.10430578,0.86420717,0.21055089
Ndufs3,0.00000000,1764200000,2025700000,1360200000,1340900000,1411500000,1537100000,1931000000,1467900000,1.02260733,0.03225227,0.86643325,0.20683948
Phb,0.00000000,993670000,736630000,1112800000,935630000,977550000,683000000,964230000,1073700000,1.02169810,0.03096896,0.86739738,0.20523501
Hsd17b4,0.00000000,11052000,5486600,2846000,3565900,4779400,3171000,8073100,8473100,0.93688512,-0.09405594,0.87043036,0.20019922
Pyurf,0.00152670,1019200,1681000,0,1889800,1207700,0,1677400,1336200,1.08734276,0.12080679,0.87492234,0.19277313
Ptcd3,0.00000000,19160000,17909000,16926000,18591000,16596000,8525600,18742000,26232000,1.03552862,0.05036743,0.87585425,0.19123729
Ghitm,0.00151290,2101000,1053400,3489300,2279400,3264700,653230,2112600,2412000,1.05692251,0.07986961,0.87606510,0.19089002
Cox6a2,0.00163930,67206000,83401000,101660000,12932000,92305000,0,121950000,71956000,0.92658563,-0.11000379,0.87641919,0.19030702
Ryr2,0.00000000,45181000,0,3260900,5877100,902370,352280,64776000,774480,0.81309624,-0.29850197,0.87706999,0.18923613
Abat,0.00000000,1493800,1224300,1580200,1110400,887970,1075200,2125200,1122900,1.03788520,0.05364688,0.87741721,0.18866509
Lias,0.00536910,245080,0,397850,369890,222780,0,349790,362760,1.08284777,0.11483043,0.88070686,0.18326620
Letm1,0.00000000,112070000,46440000,100280000,114160000,107890000,49561000,129860000,70562000,1.04212947,0.05953452,0.88078599,0.18313658
Sco2,0.00000000,6970500,1735800,5349000,6454500,5959000,5571500,7607900,2362900,0.95388651,-0.06811047,0.88279642,0.17984732
Kars,0.00413790,517970,498510,1357000,417710,615090,643910,831540,841390,0.95199749,-0.07097033,0.88638171,0.17399999
Fam169b,1.00000000,2760700,4029600,4184500,3469900,8766400,0,2388500,4443400,0.92604322,-0.11084856,0.88770191,0.17185280
Hagh,0.00294990,388950,419100,1823100,725590,999680,1141600,394410,594700,1.07230728,0.10071839,0.88773127,0.17180507
Slc30a9,0.00000000,3944200,2972200,4609300,4556400,5101900,2104000,5563600,3822300,0.96928001,-0.04501460,0.88917824,0.16945545
Atp5s,0.00000000,14750000,12502000,37689000,19599000,26054000,33946000,12123000,16760000,0.95113801,-0.07227340,0.88980512,0.16843870
Nt5c3a,0.00411520,1012400,1036100,1177200,1377300,742070,1247300,1612700,875380,1.02804051,0.03989712,0.89002766,0.16807792
Tst,0.00000000,37535000,24034000,25193000,25263000,23146000,27532000,33075000,26094000,1.01982758,0.02832526,0.89171637,0.16534319
Fech,0.00000000,1938500,2735900,3798900,3088000,2876400,2624600,3216500,2604700,1.02111780,0.03014932,0.89205774,0.16479100
Pld1,0.00532620,3616000,2443500,6327700,4755100,4943500,4759800,3974200,2922400,1.03267490,0.04638614,0.89213724,0.16466244
Sco1,0.00000000,12519000,4179300,12891000,10471000,10717000,9328700,11365000,7429700,1.03140802,0.04461517,0.89616171,0.15816901
Apoo,0.00000000,148790000,158520000,179090000,266410000,203770000,209090000,177450000,178180000,0.97959635,-0.02974070,0.89651090,0.15760698
Bckdhb,0.00000000,21047000,17843000,22122000,23566000,19180000,35372000,21792000,11098000,0.96724686,-0.04804395,0.89817556,0.15493063
Chchd1,0.00155280,584960,0,780220,0,1007800,0,522500,0,0.89209959,-0.16472332,0.90005727,0.15191130
Atad3,0.00000000,57336000,42926000,50702000,42172000,39825000,57204000,49725000,49001000,0.98662103,-0.01943205,0.90104867,0.15032307
Gbas,0.00000000,419570000,442160000,288290000,365960000,438020000,403690000,394940000,251690000,1.01857103,0.02654658,0.90166261,0.14934040
Cbr1,0.00000000,5839500,3771900,6042500,6497100,5892600,5152500,5978600,4800800,1.01496025,0.02142323,0.90839303,0.13861146
Mrps27,0.00000000,3722500,2901700,1826700,1970100,3166400,0,3401200,3404900,1.04497368,0.06346660,0.91040227,0.13542394
Rap1b;Rap1a,0.00000000,18113000,16603000,12474000,13059000,8088600,16738000,12919000,21041000,1.02487642,0.03544996,0.91067180,0.13499688
Atp5e,0.00000000,55841000,53489000,34251000,34764000,30090000,3621100,70372000,66233000,1.04714117,0.06645595,0.91130537,0.13399352
Dhodh,0.00000000,4911700,5392600,3383700,5163900,4604000,3361500,5442000,5770700,0.98298589,-0.02475739,0.91153433,0.13363110
Slc25a26,0.00000000,213660,610470,300580,319430,293780,0,710750,521500,0.94633788,-0.07957272,0.91203810,0.13283401
Hspa5,0.00000000,4439800,753050,699230,663900,0,0,5045300,806720,1.12029351,0.16387675,0.91228047,0.13245066
Slc25a46,0.00000000,9038000,6394000,5280600,7480300,7500200,6295500,7711000,6277000,1.01472806,0.02109315,0.91345487,0.13059464
Crls1,0.00296740,163410,94441,371960,315800,442990,0,191550,260590,1.05639516,0.07914960,0.91440055,0.12910182
Ptcd2,0.00294550,1943100,617340,619820,461340,674690,986570,1180800,630560,1.04866067,0.06854791,0.91485005,0.12839281
Acad12,0.00000000,41802000,32979000,36017000,41126000,38782000,31251000,45095000,35190000,1.01068402,0.01533202,0.91561032,0.12719437
Pmpcb,0.00000000,10348000,11559000,7458400,7985300,11265000,3410700,12058000,11619000,0.97387407,-0.03819287,0.91757886,0.12409594
Bdh1,0.00000000,12039000,32513000,29213000,37370000,22251000,49284000,21379000,21995000,0.96715662,-0.04817856,0.91821548,0.12309535
Alb,0.00000000,9830400,6614500,3765000,4144100,2766900,3452300,9672500,7578500,1.03765626,0.05332861,0.92217150,0.11689302
Atp2a2;Atp2a1,0.00000000,13688000,1382900,0,0,1202300,2822400,8365600,1140200,1.11384650,0.15555042,0.92233694,0.11663421
Cox6a1,0.00000000,24598000,14539000,23430000,11481000,25850000,0,27081000,18221000,1.04070160,0.05755646,0.92248018,0.11641018
Anxa6,0.00293690,360970,140040,0,0,0,0,444230,0,1.12781667,0.17353257,0.92275021,0.11598793
Kpna6,1.00000000,1216300,1855400,12078000,9864300,9739600,7451000,3787400,2726900,1.05522487,0.07755047,0.92278020,0.11594104
Dlst,0.00000000,357590000,349320000,356170000,439370000,302230000,424930000,363480000,398300000,1.00907357,0.01303136,0.92430541,0.11355847
Pet100,0.00156250,496230,110070,136410,0,131060,0,542120,131960,0.92246069,-0.11644066,0.92528567,0.11202924
Elac2,0.00000000,3483200,5099400,4451200,4063400,4032200,690440,4879300,6952400,1.03279261,0.04655058,0.92535182,0.11192611
Glg1,0.00154320,2720600,0,0,2057100,0,2996600,1082000,1062300,0.92935089,-0.10570468,0.92621906,0.11057465
Vwa8,0.00000000,2061100000,1038200000,1735600000,2400400000,2055900000,1416100000,2186000000,1441800000,1.01908505,0.02727445,0.92717037,0.10909364
Timm50,0.00000000,28300000,17360000,29077000,27543000,24769000,25610000,29933000,23120000,0.98886225,-0.01615853,0.93025434,0.10430288
Aldh7a1,0.00531910,1286300,758270,0,0,0,0,1130900,1063500,0.93172166,-0.10202907,0.93584855,0.09565302
Pde12,0.00290280,268470,0,317930,502580,343550,143480,337240,303590,0.96552764,-0.05061054,0.93594300,0.09550743
Atp1a2;Atp1a3,0.00000000,21093000,6242300,6614300,9655700,5551700,5829100,21612000,8929500,1.04014570,0.05678563,0.93751071,0.09309292
Cacna2d1,0.00294120,5518000,433280,1194400,1205100,836310,948410,4050100,2073400,1.05596202,0.07855795,0.93899661,0.09080814
Ak3,0.00000000,109490000,140350000,167020000,159800000,195450000,121130000,144400000,108790000,1.01209260,0.01734129,0.94323338,0.08431333
Mrps31,0.00000000,600420,1300300,439600,789500,739270,1030500,555810,867450,0.98020376,-0.02884642,0.94374145,0.08353643
Hadha,0.00000000,6306000000,8487800000,6346500000,6578800000,6472500000,9228000000,7030100000,5259700000,0.99031093,-0.01404653,0.94755753,0.07771456
Ech1,0.00000000,779430000,499130000,581050000,551030000,662870000,660410000,556200000,549900000,0.99228610,-0.01117195,0.94869843,0.07597853
Hmgcl,0.00000000,24480000,20572000,26315000,24586000,33949000,20263000,19593000,21177000,1.01022299,0.01467378,0.95004160,0.07393740
Hsp90b1,0.00000000,10487000,700320,276710,308660,240960,269000,10982000,1211500,0.92673099,-0.10977749,0.95093109,0.07258729
Ndufs2,0.00000000,348030000,261350000,287400000,390540000,379860000,177200000,337020000,378770000,1.01136819,0.01630831,0.95122968,0.07213437
Sucla2,0.00000000,614650000,496060000,630270000,497620000,610630000,478470000,538890000,623260000,0.99438090,-0.00812951,0.95125097,0.07210207
P2yr13,1.00000000,0,749690,0,816440,728260,921540,0,0,0.94928476,-0.07508717,0.95166891,0.07146835
,0.00000000,210800000,434150000,177990000,543370000,132670000,725030000,209010000,259040000,1.03059400,0.04347610,0.95188366,0.07114285
Atp5f1,0.00000000,6623400000,4585200000,5084200000,5900400000,5423900000,3866300000,7742000000,4930000000,1.01051807,0.01509512,0.95321711,0.06912325
Mmab,0.00000000,16696000,10632000,13063000,24597000,18438000,15360000,17257000,14719000,0.98804999,-0.01734406,0.95393553,0.06803633
Mcur1,0.00000000,44000000,34292000,33731000,34481000,31530000,34381000,50287000,31548000,0.99159368,-0.01217902,0.95425359,0.06755539
Abcb8,0.00000000,49525000,48648000,63154000,50571000,50449000,56274000,49603000,56509000,0.99559753,-0.00636545,0.95441800,0.06730684
Mrps35,0.00000000,4583600,2905500,7780300,1565200,3865300,5863500,5062300,2397100,0.97942775,-0.02998903,0.95654052,0.06410202
Acads,0.00000000,101980000,132320000,156200000,157630000,151290000,139380000,126480000,134040000,0.99444838,-0.00803162,0.95923329,0.06004637
Dhrs4,0.00000000,157810000,237690000,138800000,139260000,144630000,209920000,177600000,147110000,0.99160852,-0.01215744,0.96142404,0.05675522
Mrps22,0.00000000,774020,588960,2861500,835270,1275700,1408800,1663800,819310,0.97912768,-0.03043109,0.96432128,0.05241421
Mrps2,0.00000000,5980300,3797700,6838100,6513400,7993000,6587000,5247700,3097800,1.00889839,0.01278088,0.96889174,0.04559262
Idh3b,0.00000000,193960000,197120000,229390000,256440000,251210000,174840000,228580000,218970000,1.00378892,0.00545593,0.97093518,0.04255311
Mmaa,0.00000000,3139200,2699000,18725000,2584600,4713500,13406000,5129100,4566600,0.97600593,-0.03503819,0.97213589,0.04077010
,0.00000000,333260000,576500000,231450000,787950000,368710000,715600000,311840000,513880000,1.01001555,0.01437750,0.97633610,0.03455022
,0.00000000,10967000,32356000,9620000,44580000,14574000,66971000,14408000,3276000,0.98280745,-0.02501931,0.98056780,0.02831071
mt-Cytb;Mt-Cyb,0.00000000,87083000,95979000,29710000,98761000,43019000,103450000,43714000,123810000,0.99216543,-0.01134740,0.98215751,0.02597368
Hsd17b8;H2-Ke6,0.00000000,71708000,73955000,151410000,113390000,133720000,118220000,80255000,76460000,1.00442427,0.00636879,0.98537118,0.02126083
Nfs1,0.00000000,1960400,2228800,3470000,2550800,2738700,2481500,2676700,2286500,1.00261209,0.00376354,0.98562076,0.02089546
Pdk4,0.00166670,3419000,3061000,2939200,3486800,2844600,1501600,4527700,3980300,1.00402981,0.00580211,0.98597929,0.02037075
,0.00000000,531570,801440,6018600,3537400,4456300,1223800,3092500,2223800,0.99023408,-0.01415850,0.98612529,0.02015714
Clybl,0.00000000,117800000,78429000,98763000,102540000,91993000,102930000,93368000,109840000,0.99849547,-0.00217221,0.98762036,0.01797152
Eno3,0.00000000,10769000,11306000,7560100,6879900,8972600,4393300,12621000,10652000,0.99661835,-0.00488696,0.98868434,0.01641811
Phb2,0.00000000,568100000,515340000,554560000,619580000,470730000,666010000,548030000,574830000,0.99910604,-0.00129029,0.99164362,0.01210637
Ehd2,0.00924700,538320,774510,0,0,0,0,871690,429030,1.00931023,0.01336968,0.99189097,0.01174655
Olfr569;Olfr582,1.00000000,0,0,94287,83559,0,176060,0,0,1.01014427,0.01456135,0.99336413,0.00960545
Hscb,0.00000000,6850400,7452700,12174000,18747000,16071000,10087000,10274000,8694400,1.00216503,0.00312010,0.99421227,0.00837418
Pdhb,0.00000000,849550000,688790000,890190000,995340000,980630000,857660000,862010000,721120000,1.00071608,0.00103271,0.99434786,0.00817745
Eci1,0.00000000,903300000,928210000,570510000,711680000,755040000,815980000,868690000,676700000,0.99913041,-0.00125510,0.99457100,0.00785373
Actb;Actg1,0.00172710,896640,768930,0,0,142750,0,617050,913970,0.99510088,-0.00708531,0.99511769,0.00706094
Mrps25,0.00000000,4952200,7038400,10285000,10581000,9070100,6200300,7329200,10284000,0.99917892,-0.00118505,0.99684316,0.00456156
Cs,0.00000000,1025400000,979090000,835260000,881830000,974380000,816530000,871460000,1059400000,0.99994895,-0.00007370,0.99947716,0.00075449
